Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race,Max_Bankroll,Drawdown,R_Multiple
2023-09-23,17:00:00,NEWBURY,Lunatick,1m,3.0,5.0,5.16,0.2335739531802309,2023-09-23_17:00:00,2.0,True,5.0,0.16786976590115443,7,0.04196744147528861,odds_low|,0,False,100.0,0,0.0,10846.269621061965,11200.0,353.73037893803485,0.0
2023-09-23,17:00:00,NEWBURY,City Of York,1m,1.0,6.0,6.24,0.13125785892279268,2023-09-23_17:00:00,4.0,False,6.0,-0.21245284646324403,7,-0.04249056929264881,kelly_low|ev_low|,0,False,100.0,1,0.0,10846.269621061965,11200.0,353.73037893803485,0.0
2023-12-01,14:25:00,NEWBURY,Frero Banbou,2m4f,2.0,6.0,6.4,0.2648878777637387,2023-12-01_14:25:00,2.0,True,6.0,0.5893272665824321,7,0.11786545331648642,,0,True,127.84004856793038,0,-127.84004856793038,10718.429572494035,11200.0,481.5704275059652,-1.0
2023-12-01,14:25:00,NEWBURY,Iron Bridge,2m4f,,6.5,6.57,0.05722481354535895,2023-12-01_14:25:00,4.0,False,6.5,-0.6280387119551669,7,-0.11418885671912125,kelly_low|ev_low|,0,False,100.0,0,0.0,10718.429572494035,11200.0,481.5704275059652,0.0
2023-12-30,15:35:00,NEWBURY,Walking On Air,2m6½f,2.0,3.5,3.45,0.20402200935056922,2023-12-30_15:35:00,2.0,True,3.5,-0.2859229672730077,7,-0.11436918690920309,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,11568.429572494035,11568.429572494035,0.0,0.0
2023-12-30,15:35:00,NEWBURY,Henrys Friend,2m6½f,1.0,9.5,10.61,0.13633812170205192,2023-12-30_15:35:00,4.0,False,9.5,0.29521215616949326,7,0.03473084190229332,,0,True,100.0,1,850.0,11568.429572494035,11568.429572494035,0.0,8.5
2024-03-01,16:45:00,NEWBURY,Young Butler,3m,,4.33,4.68,0.21062914997292156,2024-03-01_16:45:00,2.0,True,4.33,-0.08797578061724953,7,-0.02641915333851337,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,11568.429572494035,11568.429572494035,0.0,0.0
2024-03-01,16:45:00,NEWBURY,Hermino AA,3m,4.0,6.0,7.57,0.1529268126075059,2024-03-01_16:45:00,4.0,False,6.0,-0.0824391243549647,7,-0.01648782487099294,kelly_low|ev_low|,0,False,100.0,0,0.0,11568.429572494035,11568.429572494035,0.0,0.0
2024-03-02,13:20:00,NEWBURY,Omar Maretti,3m2f,3.0,7.5,8.8,0.26878055885749225,2024-03-02_13:20:00,2.0,True,7.5,1.0158541914311918,7,0.15628526022018335,,0,True,180.7975026076095,0,-180.7975026076095,12387.632069886426,12387.632069886426,0.0,-1.0
2024-03-02,13:20:00,NEWBURY,Highland Hunter,3m2f,1.0,11.0,12.3,0.10972185626662427,2024-03-02_13:20:00,4.0,False,11.0,0.20694041893286697,7,0.020694041893286698,,0,True,100.0,1,1000.0,12387.632069886426,12387.632069886426,0.0,10.0
2024-03-22,14:30:00,NEWBURY,Abuffalosoldier,2m7½f,3.0,4.5,5.0,0.2031193114626605,2024-03-22_14:30:00,2.0,True,4.5,-0.08596309841802785,7,-0.02456088526229367,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12287.632069886426,12387.632069886426,100.0,0.0
2024-03-22,14:30:00,NEWBURY,Moon Hunter,2m7½f,,8.5,9.65,0.11898207054373608,2024-03-22_14:30:00,4.0,False,8.5,0.011347599621756688,7,0.0015130132829008916,,0,True,100.0,0,-100.0,12287.632069886426,12387.632069886426,100.0,-1.0
2024-03-23,16:25:00,NEWBURY,Duhallow Tommy,2m½f,2.0,3.5,3.95,0.2406217151536221,2024-03-23_16:25:00,2.0,True,3.5,-0.15782399696232263,7,-0.06312959878492905,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12287.632069886426,12387.632069886426,100.0,0.0
2024-03-23,16:25:00,NEWBURY,Rath Gaul Hill,2m½f,1.0,4.33,4.61,0.2010016036279601,2024-03-23_16:25:00,4.0,False,4.33,-0.12966305629093278,7,-0.038937854742021855,kelly_low|ev_low|odds_low|,0,False,100.0,1,0.0,12287.632069886426,12387.632069886426,100.0,0.0
2024-03-23,17:00:00,NEWBURY,Fortescue,2m7½f,2.0,4.0,4.53,0.1668241663916076,2024-03-23_17:00:00,4.0,False,4.0,-0.3327033344335696,7,-0.11090111147785653,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12187.632069886426,12387.632069886426,200.0,0.0
2024-03-23,17:00:00,NEWBURY,First Lord De Cuet,2m7½f,3.0,5.5,5.82,0.2036905372544005,2024-03-23_17:00:00,2.0,True,5.5,0.1202979548992027,7,0.02673287886648949,,0,True,100.0,0,-100.0,12187.632069886426,12387.632069886426,200.0,-1.0
2024-07-04,19:55:00,NEWBURY,Hat Toss,7f,7.0,5.0,5.78,0.1445769902254753,2024-07-04_19:55:00,4.0,False,5.0,-0.2771150488726235,7,-0.06927876221815588,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12087.632069886426,12387.632069886426,300.0,0.0
2024-07-04,19:55:00,NEWBURY,Chola Empire,7f,3.0,8.0,8.37,0.17578859045310274,2024-07-04_19:55:00,2.0,True,8.0,0.40630872362482195,7,0.058044103374974565,,0,True,100.0,0,-100.0,12087.632069886426,12387.632069886426,300.0,-1.0
2024-07-19,17:20:00,NEWBURY,Ciro Di Marzio,1m4f,3.0,3.25,3.68,0.2591826994489057,2024-07-19_17:20:00,2.0,True,3.25,-0.1576562267910564,7,-0.0700694341293584,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12887.632069886426,12887.632069886426,0.0,0.0
2024-07-19,17:20:00,NEWBURY,Great Bedwyn,1m4f,1.0,9.0,10.36,0.11508393588040176,2024-07-19_17:20:00,4.0,False,9.0,0.03575542292361589,7,0.004469427865451986,,0,True,100.0,1,800.0,12887.632069886426,12887.632069886426,0.0,8.0
2024-07-20,17:20:00,NEWBURY,Sunfall,1m,3.0,4.5,4.94,0.18682209348599452,2024-07-20_17:20:00,2.0,True,4.5,-0.15930057931302466,7,-0.04551445123229276,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,12887.632069886426,12887.632069886426,0.0,0.0
2024-07-20,17:20:00,NEWBURY,Circe,1m,1.0,6.5,7.86,0.14382807582429274,2024-07-20_17:20:00,4.0,False,6.5,-0.06511750714209719,7,-0.01183954675310858,kelly_low|ev_low|,0,False,100.0,1,0.0,12887.632069886426,12887.632069886426,0.0,0.0
2024-07-25,18:45:00,NEWBURY,Formal,7f,1.0,7.0,9.64,0.22066234323874084,2024-07-25_18:45:00,2.0,True,7.0,0.5446364026711858,7,0.09077273377853097,,0,True,116.98455949154587,1,701.9073569492753,13489.539426835701,13489.539426835701,0.0,6.000000000000001
2024-07-25,18:45:00,NEWBURY,Never The Twain,7f,7.0,15.0,21.0,0.11688219397151195,2024-07-25_18:45:00,4.0,False,15.0,0.7532329095726793,7,0.05380235068376281,,0,True,100.0,0,-100.0,13489.539426835701,13489.539426835701,0.0,-1.0
2024-08-17,15:35:00,NEWBURY,Tiber Flow,7f,1.0,5.0,5.6,0.24399430363198607,2024-08-17_15:35:00,2.0,True,5.0,0.21997151815993032,7,0.05499287953998258,odds_low|,0,False,100.0,1,0.0,13389.539426835701,13489.539426835701,100.0,0.0
